name,gender,known_for_department,original_name,popularity
Yuma Yamoto,2,Acting,矢本悠馬,1.5084
Justin Roiland,2,Acting,Justin Roiland,1.5506
Liu Jiaxi,1,Acting,柳佳希,1.266
Ma Li,1,Acting,马丽,1.729
Max Zhang,2,Acting,张晋,1.7572
Sophie Thompson,1,Acting,Sophie Thompson,1.5339
Ronny Cox,2,Acting,Ronny Cox,1.4447
Ludi Lin,2,Acting,Ludi Lin,1.7282
Edi Gathegi,2,Acting,Edi Gathegi,1.6927
Nathan Lane,2,Acting,Nathan Lane,1.7322
Glenne Headly,1,Acting,Glenne Headly,1.5417
Yan An,2,Acting,Yan An,1.3855
Damian Lau Chung-Yan,2,Acting,劉松仁,1.6848
Masaya Fukunishi,2,Acting,福西勝也,1.6559
Yuno Ohara,1,Acting,大原優乃,1.6712
Yu Zhongli,1,Acting,Yu Zhongli,1.5628
Yuko Sasaki,1,Acting,佐々木優子,1.7144
Lee Marvin,2,Acting,Lee Marvin,1.5312
Seo Jeong-yeon,1,Acting,서정연,1.3825
Omar Benson Miller,2,Acting,Omar Benson Miller,1.4027
Lei Jiayin,2,Acting,雷佳音,1.5067
Lee Remick,1,Acting,Lee Remick,1.6308
Kim Hee-jung,1,Acting,김희정,1.6129
Naz Çağla Irmak,1,Acting,Naz Çağla Irmak,1.6127
Toby Wallace,2,Acting,Toby Wallace,1.6122
Ai Nonaka,1,Acting,野中藍,1.612
Lee Chae-min,2,Acting,이채민,1.6117
Wang Yanlin,2,Acting,王彦霖,1.6116
Richard Jenkins,2,Acting,Richard Jenkins,1.6115
Zhang Songwen,2,Acting,张颂文,1.6114
Martin Landau,2,Acting,Martin Landau,1.6111
Annabeth Gish,1,Acting,Annabeth Gish,1.611
M.C. Gainey,2,Acting,M.C. Gainey,1.6109
Bruce Davison,2,Acting,Bruce Davison,1.6109
Paul W. S. Anderson,2,Directing,Paul W. S. Anderson,1.6106
Richard Dean Anderson,2,Acting,Richard Dean Anderson,1.6105
Sidse Babett Knudsen,1,Acting,Sidse Babett Knudsen,1.6103
Judd Apatow,2,Directing,Judd Apatow,1.6102
Will Sasso,2,Acting,Will Sasso,1.6102
Jim Beaver,2,Acting,Jim Beaver,1.6101
Tang Yixin,1,Acting,唐艺昕,1.61
Motoko Kumai,1,Acting,くまいもとこ,1.6099
Ray Nicholson,2,Acting,Ray Nicholson,1.5477
Eric André,2,Acting,Eric André,1.4503
Julie Bourges,1,Acting,Julie Bourges,1.7214
Arón Piper,2,Acting,Arón Piper,1.3399
Lee Hae-yeong,2,Acting,이해영,1.9001
Riccardo Billi,2,Acting,Riccardo Billi,1.5944
Jorja Fox,1,Acting,Jorja Fox,1.6005
Sean Schuyler,2,Production,Sean Schuyler,1.6339
John Boyega,2,Acting,John Boyega,1.4279
Mika Kanai,1,Acting,かないみか,1.6621
Alicia Coppola,1,Acting,Alicia Coppola,1.631
Oliver Reed,2,Acting,Oliver Reed,1.7237
Ken Wong,2,Acting,王合喜,1.6299
Serkan Çayoğlu,2,Acting,Serkan Çayoğlu,1.4895
Dan Castellaneta,2,Acting,Dan Castellaneta,1.5638
Cariba Heine,1,Acting,Cariba Heine,1.6334
Zo In-sung,2,Acting,조인성,1.8976
Mireille Enos,1,Acting,Mireille Enos,1.8388
Jessica Barden,1,Acting,Jessica Barden,1.5428
Jonathan Tucker,2,Acting,Jonathan Tucker,1.5088
Nana Natsume,1,Acting,夏目ナナ,1.6175
Glynn Turman,2,Acting,Glynn Turman,1.4874
Justin Bieber,2,Acting,Justin Bieber,1.8385
Keiko Tsushima,1,Acting,津島恵子,1.6654
Honami Suzuki,1,Acting,鈴木保奈美,1.4553
Kiko Mizuhara,1,Acting,水原希子,1.5018
George Hamilton,2,Acting,George Hamilton,1.4093
Sahara Bernales,1,Acting,Sahara Bernales,1.7805
Maria Miles,1,Acting,Maria Miles,0.8332
George C. Scott,2,Acting,George C. Scott,1.3026
Aju Makita,1,Acting,蒔田彩珠,1.4043
Aftab Shivdasani,2,Acting,Aftab Shivdasani,1.5284
Kanako Higuchi,1,Acting,樋口可南子,2.241
Kosei Tomita,2,Acting,富田耕生,1.4775
Andrew W. Walker,2,Acting,Andrew W. Walker,1.4256
Craig T. Nelson,2,Acting,Craig T. Nelson,1.6793
Carmen López,1,Acting,Carmen López,1.5806
Duan Yihong,2,Acting,段奕宏,1.5252
Eddie Cheung Siu-Fai,2,Acting,張兆輝,1.6069
Keiichi Noda,2,Acting,野田圭一,1.2906
Carmen López,1,Acting,Carmen López,1.5806
Corteon Moore,2,Acting,Corteon Moore,1.858
Duan Yihong,2,Acting,段奕宏,1.5252
Eddie Cheung Siu-Fai,2,Acting,張兆輝,1.6069
Keiichi Noda,2,Acting,野田圭一,1.2906
Masane Tsukayama,2,Acting,津嘉山正種,1.5329
Chikao Ohtsuka,2,Acting,大塚周夫,1.5643
Gloria Reuben,1,Acting,Gloria Reuben,1.6401
Danny Griffin,2,Acting,Danny Griffin,1.8573
James Badge Dale,2,Acting,James Badge Dale,1.4056
Nicole Sullivan,1,Acting,Nicole Sullivan,1.6567
Stephanie Siao,1,Acting,蕭薔,1.4456
Olivia Rodrigo,1,Acting,Olivia Rodrigo,1.8496
Takako Tokiwa,1,Acting,常盤貴子,1.752
Daphne Zuniga,1,Acting,Daphne Zuniga,1.9037
David Attenborough,2,Acting,David Attenborough,1.3742
Ding Xiaoying,1,Acting,丁笑滢,1.7359
Richard Ayoade,2,Acting,Richard Ayoade,1.5642
Sidse Babett Knudsen,1,Acting,Sidse Babett Knudsen,1.6103
Hunter Parrish,2,Acting,Hunter Parrish,1.4673
Ian Peck,2,Acting,Ian Peck,1.5995
Mikako Takahashi,1,Acting,高橋美佳子,1.8598
Olivia D'Abo,1,Acting,Olivia D'Abo,1.6025
Mykelti Williamson,2,Acting,Mykelti Williamson,2.01
Mikako Ichikawa,1,Acting,市川実日子,1.7394
Tom Wilkinson,2,Acting,Tom Wilkinson,1.4196
Megan Skiendiel,1,Acting,Megan Skiendiel,1.5298
Yeon Joo,1,Acting,Yeon Joo,1.7341
Manny Montana,2,Acting,Manny Montana,1.7158
Toby Stephens,2,Acting,Toby Stephens,1.7155
Masaaki Mizunaka,2,Acting,水中雅章,1.5173
Maïwenn,1,Acting,Maïwenn,1.8359
Kristy Yang Rongru,1,Acting,杨恭如,1.6723
Takaya Kuroda,2,Acting,黒田崇矢,1.5318
Anna Camp,1,Acting,Anna Camp,1.7905
Ross Malinger,2,Acting,Ross Malinger,1.3472
Luis de Cespedes,0,Acting,Luis de Cespedes,1.339
Peter Horton,2,Acting,Peter Horton,1.3146
Adrian Grenier,2,Acting,Adrian Grenier,1.4742
Kiyoshi Atsumi,2,Acting,渥美清,1.5573
Joan Collins,1,Acting,Joan Collins,1.696
Akira Terao,2,Acting,寺尾聰,1.7533
Riho Sugiyama,1,Acting,杉山里穂,1.8438
Taryn Manning,1,Acting,Taryn Manning,1.5313
Jolin Jin,1,Acting,金靖,1.7525
Junko Mabuki,1,Acting,麻吹淳子,1.6328
Nana Eikura,1,Acting,榮倉奈々,1.7247
Yoji Tanaka,2,Acting,田中要次,1.54
Toshiro Yanagiba,2,Acting,柳葉敏郎,1.5153
Gong Jun,2,Acting,龚俊,1.8217
Ni Hongjie,1,Acting,倪虹洁,1.5845
Özge Yağız,1,Acting,Özge Yağız,1.5063
Danai Gurira,1,Acting,Danai Gurira,1.6774
Maiko Kazama,1,Acting,風間舞子,1.5172
Sasa Handa,1,Acting,範田紗々,1.6306
Daiki Nakamura,2,Acting,中村大樹,1.668
Faizon Love,2,Acting,Faizon Love,1.4618
Adam Demos,2,Acting,Adam Demos,1.4628
Nicholas Braun,2,Acting,Nicholas Braun,1.3023
Naravit Lertratkosum,2,Acting,ณราวิชญ์ เลิศรัตน์โกมุสภ์,1.474
Lovie Simone,1,Acting,Lovie Simone,1.5973
Montana Jordan,2,Acting,Montana Jordan,1.5971
Stanley Tong Gwai-Lai,2,Directing,唐季禮,1.5971
Ko A-sung,1,Acting,고아성,1.5971
Pauley Perrette,1,Acting,Pauley Perrette,1.597
Donald Pleasence,2,Acting,Donald Pleasence,1.5969
Billy Dee Williams,2,Acting,Billy Dee Williams,1.5969
Yuko Kakihara,1,Writing,柿原優子,1.5965
Ishirō Honda,2,Directing,本多猪四郎,1.5964
Adewale Akinnuoye-Agbaje,2,Acting,Adewale Akinnuoye-Agbaje,1.5963
Kiyono Yasuno,1,Acting,安野希世乃,1.5961
Kei Tanaka,2,Acting,田中圭,1.5961
Richard Ng Yiu-Hon,2,Acting,吳耀漢,1.596
Shoya Ishige,2,Acting,石毛翔弥,1.5953
Choi Moo-seong,2,Acting,최무성,1.5953
Isabelle Chow Wang,1,Acting,周弘,1.5779
Isao Kimura,2,Acting,木村功,1.5952
Xiao Yu,1,Acting,肖雨,1.595
Allu Arjun,2,Acting,అల్లు అర్జున్,1.595
Frankie Ng Chi-Hung,2,Acting,吳志雄,1.595
Samuel West,2,Acting,Samuel West,1.5948
Tae Kimura,1,Acting,木村多江,1.5947
Julio Jung,2,Acting,Julio Jung,1.5947
Tridha Choudhury,1,Acting,Tridha Choudhury,1.5945
Dave Chappelle,2,Acting,Dave Chappelle,1.5945
Megumi Oohara,1,Acting,大原めぐみ,1.5944
Riccardo Billi,2,Acting,Riccardo Billi,1.5944
Gorō Naya,2,Acting,納谷悟朗,1.5944
Raza Murad,2,Acting,Raza Murad,1.5942
Seiyo Uchino,2,Acting,内野聖陽,1.594
Samuel Leung Cheuk-Moon,2,Acting,梁焯滿,1.594
Park Yoon-seo,2,Directing,박윤서,1.5938
Michael Kenneth Williams,2,Acting,Michael Kenneth Williams,1.5937
John Barrowman,2,Acting,John Barrowman,1.5936
Fei Qiming,2,Acting,费启鸣,1.5933
Anthony Anderson,2,Acting,Anthony Anderson,1.593
Saula Benavente,0,Production,Saula Benavente,1.5929
Moon Lee Choi-Fung,1,Acting,李賽鳳,1.5929
Erika Balagtas,1,Acting,Erika Balagtas,1.5927
Go Min-si,1,Acting,고민시,1.5926
Ji Sung,2,Acting,지성,1.6022
Yoshi Katō,2,Acting,加藤嘉,1.5824
Stephen Fung,2,Acting,馮德倫,1.7256
Bill Camp,2,Acting,Bill Camp,1.7135
Victoria Song,1,Acting,宋茜,1.6806
Joe Ma Tak-Chung,2,Acting,馬德鐘,1.7524
Celia Imrie,1,Acting,Celia Imrie,1.3943
Wong Ching,2,Acting,王青,1.7095
Supaporn Malisorn,1,Acting,สุภาพร มะลิซ้อน,1.6889
Pihu Singh,0,Acting,Pihu Singh,1.4927
Dyan Cannon,1,Acting,Dyan Cannon,1.5755
Xiao Yu,1,Acting,肖雨,1.595
Kim Hye-eun,1,Acting,김혜은,1.4352
LaKeith Stanfield,2,Acting,LaKeith Stanfield,1.6994
May Lo Mei-Wei,1,Acting,羅美薇,1.5744
Charlie Yeung Choi-Nei,1,Acting,楊採妮,1.6183
Hideyuki Hori,2,Acting,堀秀行,1.4816
Ryan Kelley,2,Acting,Ryan Kelley,1.6554
Hayashi Risa,1,Acting,Hayashi Risa,1.5924
Gerran Howell,2,Acting,Gerran Howell,1.7489
Ko Kyu-pil,2,Acting,고규필,1.3641
Shingo Fujimori,2,Acting,藤森慎吾,1.5427
Steve Austin,2,Acting,Steve Austin,1.6079
Yorgos Lanthimos,2,Directing,Γιώργος Λάνθιμος,1.6794
James Roday Rodriguez,2,Acting,James Roday Rodriguez,1.5036
Jennie Jacques,1,Acting,Jennie Jacques,1.712
Hyunri,1,Acting,玄理,1.7282
Mike Starr,2,Acting,Mike Starr,1.5872
Yoo Jae-suk,2,Acting,유재석,1.6298
Kim Jae-won,2,Acting,김재원,1.5672
Jo Woo-jin,2,Acting,조우진,1.697
Chris Lee Yuchun,1,Acting,李宇春,1.7415
Jessica Parker Kennedy,1,Acting,Jessica Parker Kennedy,1.4384
Claire Davenport,1,Acting,Claire Davenport,1.6871
Andrew Stanton,2,Writing,Andrew Stanton,1.5431
Paige Spara,1,Acting,Paige Spara,1.6755
Kev Adams,2,Acting,Kev Adams,1.4227
Judah Lewis,2,Acting,Judah Lewis,1.6961
Ralph Macchio,2,Acting,Ralph Macchio,1.3716
Kippei Shiina,2,Acting,椎名桔平,1.912
Keiko Takeshita,1,Acting,竹下景子,1.6035
Takayuki Sugo,2,Acting,菅生隆之,1.6032
Dominic Cooper,2,Acting,Dominic Cooper,1.6032
Kathy Najimy,1,Acting,Kathy Najimy,1.6031
Naomi Nishida,1,Acting,西田尚美,1.603
Rhea Ripley,1,Acting,Rhea Ripley,1.6057
Masahiro Higashide,2,Acting,東出昌大,1.6028
Mackenzie Crook,2,Acting,Mackenzie Crook,1.6027
Nicole Eggert,1,Acting,Nicole Eggert,1.6026
Hannah Murray,1,Acting,Hannah Murray,1.6025
Antoinette Bower,1,Acting,Antoinette Bower,1.6025
Olivia D'Abo,1,Acting,Olivia D'Abo,1.6025
Ji Sung,2,Acting,지성,1.6022
Ione Skye,1,Acting,Ione Skye,1.6017
Yasuhiro Mamiya,2,Acting,間宮康弘,1.6013
Martha Plimpton,1,Acting,Martha Plimpton,1.6013
Ramón Valdés,2,Acting,Ramón Valdés,1.4804
Yu Jun-sang,2,Acting,유준상,1.601
John Ortiz,2,Acting,John Ortiz,1.601
Naoki Yamamoto,2,Writing,山本直樹,1.6007
Clifton Collins Jr.,2,Acting,Clifton Collins Jr.,1.5815
Niyathi Kadambi,1,Acting,Niyathi Kadambi,1.5814
Wang Ziwen,1,Acting,王子文,1.5813
Li Gengxi,1,Acting,李庚希,1.5811
Lucas Sommer,2,Acting,Lucas Sommer,1.5809
Doug Jones,2,Acting,Doug Jones,1.5808
Chris Reid,2,Acting,Chris Reid,1.5807
Carmen López,1,Acting,Carmen López,1.5806
Shawnee Smith,1,Acting,Shawnee Smith,1.5806
Louis Paxton,2,Directing,Louis Paxton,1.5804
Masanobu Takashima,2,Acting,高嶋政伸,1.5803
Ewan Mitchell,2,Acting,Ewan Mitchell,1.5802
Nana Asakawa,1,Acting,浅川梨奈,1.5802
Lake Bell,1,Acting,Lake Bell,1.5802
Sei Ikeno,2,Sound,池野成,1.58
Hiroya Ishimaru,2,Acting,石丸博也,1.5799
Michitaka Tsutsui,2,Acting,筒井道隆,1.5799
Lai Yumeng,1,Acting,賴雨濛,1.5798
John Magaro,2,Acting,John Magaro,1.5797
Melissa George,1,Acting,Melissa George,1.5797
Louis Paxton,2,Directing,Louis Paxton,1.5804
Masanobu Takashima,2,Acting,高嶋政伸,1.5803
Ewan Mitchell,2,Acting,Ewan Mitchell,1.5802
Nana Asakawa,1,Acting,浅川梨奈,1.5802
Lake Bell,1,Acting,Lake Bell,1.5802
Sei Ikeno,2,Sound,池野成,1.58
Hiroya Ishimaru,2,Acting,石丸博也,1.5799
Michitaka Tsutsui,2,Acting,筒井道隆,1.5799
Lai Yumeng,1,Acting,賴雨濛,1.5798
John Magaro,2,Acting,John Magaro,1.5797
Melissa George,1,Acting,Melissa George,1.5797
Nene Hieda,1,Acting,稗田寧々,1.5796
Vinessa Shaw,1,Acting,Vinessa Shaw,1.5796
Dominic Ho Hou-Man,2,Acting,何浩文,1.5795
Hisao Egawa,2,Acting,江川央生,1.5794
George Peppard,2,Acting,George Peppard,1.5793
Timothy Spall,2,Acting,Timothy Spall,1.5792
Frances Tomelty,1,Acting,Frances Tomelty,1.579
Yuko Sanpei,1,Acting,三瓶由布子,1.5788
Kim Tae-hun,2,Acting,김태훈,1.5786
Felix Lok Ying-Kwan,2,Acting,駱應鈞,1.5786
Debra Winger,1,Acting,Debra Winger,1.5784
Sumiko Fuji,1,Acting,富司純子,1.5783
Michael Ealy,2,Acting,Michael Ealy,1.5783
Daisy Li,1,Acting,李沐宸,1.5782
Colm Meaney,2,Acting,Colm Meaney,1.5782
Chen Fangtong,1,Acting,陈芳彤,1.5781
Jin Sun-kyu,2,Acting,진선규,1.5781
Rodolfo de Anda,2,Acting,Rodolfo de Anda,1.5781
Aaron Tveit,2,Acting,Aaron Tveit,1.5781
Shirō Yumeno,2,Writing,夢野史郎,1.578
Anton Yelchin,2,Acting,Anton Yelchin,1.5779
Laura Vandervoort,1,Acting,Laura Vandervoort,1.5778
Minori Chihara,1,Acting,茅原実里,1.5777
Cynthia Nixon,1,Acting,Cynthia Nixon,1.5773
Zhang Kaiying,1,Acting,張凱瑩,1.5771
Kim Tae-woo,2,Acting,김태우,1.577
Bae Na-ra,2,Acting,배나라,1.5768
Yuki Igarashi,2,Visual Effects,五十嵐祐貴,1.5767
Peng Xiaoran,1,Acting,彭小苒,1.5766
Ray Park,2,Acting,Ray Park,1.5765
Kenichirou Matsuda,2,Acting,松田健一郎,1.5763
Kate Micucci,1,Acting,Kate Micucci,1.5763
Willem De Schryver,2,Acting,Willem De Schryver,1.5761
David Eigenberg,2,Acting,David Eigenberg,1.5759
Bokeem Woodbine,2,Acting,Bokeem Woodbine,1.5757
Elizabeth Montgomery,1,Acting,Elizabeth Montgomery,1.5756
Toshiki Inoue,2,Writing,井上敏樹,1.5755
Dyan Cannon,1,Acting,Dyan Cannon,1.5755
Lin Ziye,2,Acting,林子烨,1.5754
Pat Morita,2,Acting,Pat Morita,1.5752
Rachael Taylor,1,Acting,Rachael Taylor,1.5751
Kim Se-jeong,1,Acting,김세정,1.575
Kim Hye-ok,1,Acting,김혜옥,1.575
Marcela Del Valle,1,Acting,Marcela Del Valle,1.5749
Galadriel Stineman,1,Acting,Galadriel Stineman,1.5747
Kazue Ikura,1,Acting,伊倉一恵,1.5747
Hyunjin,2,Acting,현진,1.5745
Mao Inoue,1,Acting,井上真央,1.5745
Max Martini,2,Acting,Max Martini,1.5745
May Lo Mei-Wei,1,Acting,羅美薇,1.5744
Alyvia Alyn Lind,1,Acting,Alyvia Alyn Lind,1.5743
Simran,1,Acting,Simran,1.5743
David Hewlett,2,Acting,David Hewlett,1.5742
Morning Chang,2,Acting,張晨光,1.5739
Ricco Ross,2,Acting,Ricco Ross,1.5739
Mathieu Carrière,2,Acting,Mathieu Carrière,1.5737
Kentaro Kumagai,2,Acting,熊谷健太郎,1.5735
Andrea Deck,1,Acting,Andrea Deck,1.5733
Tatsuya Gashûin,2,Acting,我修院達也,1.5732
Robert Shaw,2,Acting,Robert Shaw,1.5731
Talulah Riley,1,Acting,Talulah Riley,1.5729
Adrian Pasdar,2,Acting,Adrian Pasdar,1.5727
Hina Kikuchi,1,Acting,菊地姫奈,1.5725
Kelly Chen,1,Acting,陳慧琳,1.5725
Marilu Henner,1,Acting,Marilu Henner,1.5723
Cho Jin-woong,2,Acting,조진웅,1.5722
Max von Sydow,2,Acting,Max von Sydow,1.5721
Sofia Kappel,1,Acting,Sofia Kappel,1.5719
Rajinikanth,2,Acting,Rajinikanth,1.5719
Gab Lagman,2,Acting,Gab Lagman,1.3993
Kouichi Souma,2,Acting,相馬康一,1.6065
Utkarsh Ambudkar,2,Acting,Utkarsh Ambudkar,1.7373
Kyoya Honda,2,Acting,本田響矢,1.9075
Jack Lowden,2,Acting,Jack Lowden,1.5852
Rajkummar Rao,2,Acting,Rajkummar Rao,1.5546
Dennis Haysbert,2,Acting,Dennis Haysbert,1.6475
Hidetaka Yoshioka,2,Acting,吉岡秀隆,1.819
Malcolm-Jamal Warner,2,Acting,Malcolm-Jamal Warner,1.4209
Shane Gillis,2,Acting,Shane Gillis,1.6538
Rinako Hirasawa,1,Acting,平沢里菜子,1.618
Aoi Ichikawa,2,Acting,市川蒼,1.3248
Jin Ki-joo,1,Acting,진기주,1.751
Sheila Rosenthal,1,Acting,Sheila Rosenthal,1.4433
Jennifer Bini Taylor,1,Acting,Jennifer Bini Taylor,1.3849
Tanny Tien-Ni,1,Acting,恬妮,1.389
Masashi Ikeda,2,Acting,池田匡志,1.4588
Carol Burnett,1,Acting,Carol Burnett,1.3296
Jon Cryer,2,Acting,Jon Cryer,1.792
Gina Lollobrigida,1,Acting,Gina Lollobrigida,1.4004
Brad Renfro,2,Acting,Brad Renfro,1.3555
Marg Helgenberger,1,Acting,Marg Helgenberger,1.3062
Elizabeth Hurley,1,Acting,Elizabeth Hurley,1.6985
Madhuri Dixit,1,Acting,Madhuri Dixit,1.6677
Takashi Sasano,2,Acting,笹野高史,1.3522
Doug Jones,2,Acting,Doug Jones,1.5808
Ai Nonaka,1,Acting,野中藍,1.612
John Nettles,2,Acting,John Nettles,1.5677
Anupam Kher,2,Acting,Anupam Kher,1.526
Jay Weidner,2,Writing,Jay Weidner,1.5486
Reiko Yoshida,1,Writing,吉田玲子,1.6379
Eddie Kaye Thomas,2,Acting,Eddie Kaye Thomas,1.4106
Allison Williams,1,Acting,Allison Williams,1.7219
Laysla De Oliveira,1,Acting,Laysla De Oliveira,1.3332
Cameron Boyce,2,Acting,Cameron Boyce,1.7335
Yukiyoshi Ozawa,2,Acting,小澤征悦,1.3613
Gong Min-jeung,1,Acting,공민정,1.6439
Mike Reinhardt,2,Acting,Mike Reinhardt,1.6729
Tuppence Middleton,1,Acting,Tuppence Middleton,2.1906
Jiro Saito,2,Acting,斉藤次郎,1.6425
Bae Woo-hee,1,Acting,Bae Woo-hee,1.5657
Kang Ki-young,2,Acting,강기영,1.5656
Jung Jin-young,2,Acting,진영,1.5655
Bao Jianfeng,2,Acting,保剑锋,1.5655
Surya Sharma,0,Acting,Surya Sharma,1.5653
Kwon Sang-woo,2,Acting,권상우,1.5651
Wang Xiao,2,Acting,王骁,1.565
Uzo Aduba,1,Acting,Uzo Aduba,1.5649
Yurika Kubo,1,Acting,久保ユリカ,1.5649
Frankie Muniz,2,Acting,Frankie Muniz,1.5649
ARIN,1,Acting,아린,1.5644
Peng Guanying,2,Acting,彭冠英,1.5643
Chikao Ohtsuka,2,Acting,大塚周夫,1.5643
Richard Ayoade,2,Acting,Richard Ayoade,1.5642
Francesca Dellera,1,Acting,Francesca Dellera,1.5638
Dan Castellaneta,2,Acting,Dan Castellaneta,1.5638
Ritchie Coster,2,Acting,Ritchie Coster,1.5637
Tanjim Saiyara Totini,1,Acting,Tanjim Saiyara Totini,1.5636
Elizabeth Berkley,1,Acting,Elizabeth Berkley,1.5635
Johnny Galecki,2,Acting,Johnny Galecki,1.5633
Cantinflas,2,Acting,Cantinflas,1.421
Park Hae-jin,2,Acting,박해진,1.6184
Paolla Oliveira,1,Acting,Paolla Oliveira,1.385
Debra Messing,1,Acting,Debra Messing,1.5052
Robert Bathurst,2,Acting,Robert Bathurst,0.9737
Angelique Boyer,1,Acting,Angelique Boyer,1.6627
Selma Blair,1,Acting,Selma Blair,1.9498
Karin Isobe,1,Acting,礒部花凜,1.5818
Ben Foster,2,Acting,Ben Foster,1.48
Kiran Abbavaram,2,Acting,Kiran Abbavaram,2.1726
Rochelle Aytes,1,Acting,Rochelle Aytes,1.619
Zoe Kazan,1,Acting,Zoe Kazan,1.6187
Narumon Phongsupap,1,Acting,นฤมล พงษ์สุภาพ,1.508
Kwon Sang-woo,2,Acting,권상우,1.5651
Robert Bronzi,2,Acting,Robert Bronzi,1.114
Park Jin-joo,1,Acting,박진주,1.4554
Peter Mullan,2,Acting,Peter Mullan,1.606
Li Jun Li,1,Acting,Li Jun Li,1.5286
Kosuke Echigoya,2,Acting,越後屋コースケ,1.4943
Darby Stanchfield,1,Acting,Darby Stanchfield,1.4356
Tsubasa Yonaga,2,Acting,代永翼,1.5607
Tiffany Grey,1,Acting,Tiffany Grey,1.5604
Morio Kazama,2,Acting,風間 杜夫,1.5603
Misato Fukuen,1,Acting,福圓美里,1.5601
Phil LaMarr,2,Acting,Phil LaMarr,1.5601
Sofia Vassilieva,1,Acting,Sofia Vassilieva,1.5599
Francesca Annis,1,Acting,Francesca Annis,1.5599
Dominic Monaghan,2,Acting,Dominic Monaghan,1.5598
Josef Sommer,2,Acting,Josef Sommer,1.5596
Jun Kaname,2,Acting,要潤,1.5594
Patrick J. Adams,2,Acting,Patrick J. Adams,1.5593
Kaan Urgancıoğlu,2,Acting,Kaan Urgancıoğlu,1.5592
Li Xian,2,Acting,李现,1.5589
Monica Raymund,1,Acting,Monica Raymund,1.5589
Kim Sung-kyun,2,Acting,김성균,1.5587
Jay Simpson,2,Acting,Jay Simpson,1.5587
Sally Yeh,1,Acting,葉蒨文,1.5585
Wu Tianqi,1,Acting,吴天琪,1.5582
Ascensión Rodríguez Cerrada,0,Acting,Ascensión Rodríguez Cerrada,1.5582
Steven Williams,2,Acting,Steven Williams,1.5581
Moka Kamishiraishi,1,Acting,上白石萌歌,1.5561
Paul Le Mat,2,Acting,Paul Le Mat,1.5561
Liu Xiening,1,Acting,刘些宁,1.556
César Évora Díaz,2,Acting,César Évora,1.556
Joel Coen,2,Directing,Joel Coen,1.5559
Malik Bentalha,2,Acting,Malik Bentalha,1.5557
Jun Miho,1,Acting,美保純,1.5554
Helena Mattsson,1,Acting,Helena Mattsson,1.5552
Jessica Williams,1,Acting,Jessica Williams,1.5548
Arata Furuta,2,Acting,古田新太,1.5548
Suzanne Cryer,1,Acting,Suzanne Cryer,1.5548
Kim Jong-kook,2,Acting,김종국,1.5546
Rajkummar Rao,2,Acting,Rajkummar Rao,1.5546
Ouardia Hamtouche,1,Acting,وردية حمتوش,1.5543
Cheng Xiao,1,Acting,程潇,1.5542
Mika Doi,1,Acting,土井美加,1.5541
Morgan Kohan,1,Acting,Morgan Kohan,1.554
Aziz Ansari,2,Acting,Aziz Ansari,1.554
Joe Xu,2,Acting,徐海乔,1.5536
Eri Fukatsu,1,Acting,深津絵里,1.5535
James Le Gros,2,Acting,James Le Gros,1.6872
Margaret Colin,1,Acting,Margaret Colin,1.3729
Mallory Jansen,1,Acting,Mallory Jansen,1.395
John Glover,2,Acting,John Glover,1.4538
Clarke Peters,2,Acting,Clarke Peters,1.4454
Yumi Kakazu,1,Acting,かかずゆみ,1.6333
Hong Sang-soo,2,Directing,홍상수,1.7452
Mohit Suri,2,Directing,Mohit Suri,1.2043
Julie Kavner,1,Acting,Julie Kavner,1.3086
Marius De Saeger,2,Acting,Marius De Saeger,1.4258
Kathleen Munroe,1,Acting,Kathleen Munroe,1.5839
Huang Lei,2,Acting,黄磊,1.4915
Naomi Shindo,1,Acting,進藤尚美,1.4518
Carroll Baker,1,Acting,Carroll Baker,1.3276
Giancarlo Giannini,2,Acting,Giancarlo Giannini,1.4289
Sara Mortensen,1,Acting,Sara Mortensen,1.5982
Kim Tae-hee,1,Acting,김태희,1.8741
Bojana Novaković,1,Acting,Bojana Novaković,1.6215
Daikei Shimizu,2,Acting,清水大敬,1.4964
Vivian Wu,1,Acting,邬君梅,1.3681
Elena Kong Mei-Yee,1,Acting,江美儀,1.5508
Justin Roiland,2,Acting,Justin Roiland,1.5506
Kuranosuke Sasaki,2,Acting,佐々木蔵之介,1.5505
Leah Remini,1,Acting,Leah Remini,1.5504
Ricky Wong Chun-Tong,2,Acting,王俊棠,1.5503
Sabrina Salerno,1,Acting,Sabrina Salerno,1.5496
Chen Hong,1,Acting,陈红,1.5496
Melvin Wong,2,Acting,黃錦燊,1.5492
Jenny McCarthy,1,Acting,Jenny McCarthy,1.5491
Charcoal Tan,2,Writing,張炭,1.5487
Jay Weidner,2,Writing,Jay Weidner,1.5486
Ashu Reddy,0,Acting,Ashu Reddy,1.5483
Ilfenesh Hadera,1,Acting,Ilfenesh Hadera,1.5483
Natsumi Hioka,1,Acting,日岡なつみ,1.5482
Koichi Tochika,2,Acting,遠近孝一,1.548
Joey Yung Jo-Yee,1,Acting,容祖兒,1.548
Yosuke Akimoto,2,Acting,秋元羊介,1.548
Stephen A. Chang,2,Acting,Stephen A. Chang,1.5478
Ray Nicholson,2,Acting,Ray Nicholson,1.5477
Ed Helms,2,Acting,Ed Helms,1.5475
Samuel Leung Cheuk-Moon,2,Acting,梁焯滿,1.594
