name,gender,known_for_department,original_name,popularity
Paoli Dam,1,Acting,Paoli Dam,1.4569
Shunsuke Sakuya,2,Acting,咲野俊介,1.4523
Nobuko Yoshiya,1,Writing,吉屋信子,1.4215
Yue Xiaojun,2,Acting,岳小軍,1.3731
Ki Joo-bong,2,Acting,기주봉,1.4651
Joe Wright,2,Directing,Joe Wright,1.3399
Pierre Taki,2,Acting,ピエール瀧,1.7954
Heo Sung-tae,2,Acting,허성태,1.605
Marisa Ramirez,1,Acting,Marisa Ramirez,1.5272
Eriko Hatsune,1,Acting,初音映莉子,1.3687
Janet McTeer,1,Acting,Janet McTeer,1.5312
Priya Bhavani Shankar,1,Acting,Priya Bhavani Shankar,1.4391
Satoshi Mikami,2,Acting,三上哲,1.3199
Kwan Hoi-San,2,Acting,關海山,1.5117
Barry Bostwick,2,Acting,Barry Bostwick,1.5535
Shams El-Barudy,1,Acting,شمس البارودي,3.3273
Darby Camp,1,Acting,Darby Camp,0.9644
Sunny Suljic,2,Acting,Sunny Suljic,1.1587
Rika Izumi,1,Acting,泉里香,1.4947
Satoshi Mikami,2,Acting,三上哲,1.3199
Kwan Hoi-San,2,Acting,關海山,1.5117
Barry Bostwick,2,Acting,Barry Bostwick,1.5535
Shams El-Barudy,1,Acting,شمس البارودي,3.3273
Darby Camp,1,Acting,Darby Camp,0.9644
Sunny Suljic,2,Acting,Sunny Suljic,1.1587
Rika Izumi,1,Acting,泉里香,1.4947
Maurice LaMarche,2,Acting,Maurice LaMarche,1.4316
Hiroya Ishimaru,2,Acting,石丸博也,1.5799
Han Ji-eun,1,Acting,한지은,1.5056
Steve Guttenberg,2,Acting,Steve Guttenberg,1.7037
Shane West,2,Acting,Shane West,1.4895
Justice Smith,2,Acting,Justice Smith,1.7109
Eric Stonestreet,2,Acting,Eric Stonestreet,1.4429
Tomoya Nakamura,2,Acting,中村倫也,1.6144
Alice Taglioni,1,Acting,Alice Taglioni,1.4914
Tatanka Means,2,Acting,Tatanka Means,1.4473
Yum Jung-ah,1,Acting,염정아,1.4016
Nam Yin,2,Writing,南燕,1.5271
Fei Qiming,2,Acting,费启鸣,1.5933
Fei Qiming,2,Acting,费启鸣,1.651
Munetaka Aoki,2,Acting,青木崇高,1.497
Ted McGinley,2,Acting,Ted McGinley,1.8178
Molly Gordon,1,Acting,Molly Gordon,1.4805
Yuya Hirose,2,Acting,広瀬裕也,1.4384
Edward Tang,2,Writing,鄧景生,1.6044
Scott Caan,2,Acting,Scott Caan,1.6694
Takuya Negishi,2,Acting,根岸拓哉,1.2682
Jon Seda,2,Acting,Jon Seda,1.4516
Han Chae-young,1,Acting,한채영,1.5913
Ryuta Sato,2,Acting,佐藤隆太,1.4592
Park Se-wan,1,Acting,박세완,1.5713
Joanna Going,1,Acting,Joanna Going,1.3617
Lawrence Cheng Tan-Shui,2,Acting,鄭丹瑞,1.6097
Claudia Christian,1,Acting,Claudia Christian,1.4576
Dylan Conrique,1,Acting,Dylan Conrique,1.1504
Charlotte Le Bon,1,Acting,Charlotte Le Bon,1.3203
Rebecca Wisocky,1,Acting,Rebecca Wisocky,1.3281
Hikaru Tono,1,Acting,遠野ひかる,1.4573
Lee Hae-in,1,Acting,이해인,1.4654
Frances O'Connor,1,Acting,Frances O'Connor,1.5399
Kari Wahlgren,1,Acting,Kari Wahlgren,1.5397
Lauren Zimmermann,0,Costume & Make-Up,Lauren Zimmermann,1.5396
Vijay,2,Acting,விஜய்,1.5396
Victor French,2,Acting,Victor French,1.5396
Angelica Lee Sin-Jie,1,Acting,李心潔,1.5395
Ricky Whittle,2,Acting,Ricky Whittle,1.5391
Aya Uchida,1,Acting,内田彩,1.539
Sosuke Ikematsu,2,Acting,池松壮亮,1.539
Jason Butler Harner,2,Acting,Jason Butler Harner,1.5389
Frankie Adams,1,Acting,Frankie Adams,1.5388
Alfre Woodard,1,Acting,Alfre Woodard,1.5387
Saffron Burrows,1,Acting,Saffron Burrows,1.5386
Yoshino Aoyama,1,Acting,青山吉能,1.5385
Katsuya Maiguma,2,Acting,毎熊克哉,1.538
Carmen Ejogo,1,Acting,Carmen Ejogo,1.538
Yukiko Shimazaki,1,Acting,島崎雪子,1.5379
Derek Kwok Jing-Hung,2,Acting,郭政鴻,1.5379
Ashley Williams,1,Acting,Ashley Williams,1.5379
Elena Anaya,1,Acting,Elena Anaya,1.5379
Shobana,1,Acting,Shobana,1.5377
Lee Dong-hwi,2,Acting,이동휘,1.5904
Lee Sung-kyung,1,Acting,이성경,1.5374
Mario Casas,2,Acting,Mario Casas,1.5373
Adam Rodriguez,2,Acting,Adam Rodriguez,1.5373
Mie Sonozaki,1,Acting,園崎未恵,1.5372
Jerry Lamb Hiu-Fung,2,Acting,林曉峰,1.5371
Chase Stokes,2,Acting,Chase Stokes,1.537
Georgie Henley,1,Acting,Georgie Henley,1.537
Cheung Kwok-Keung,2,Acting,張國強,1.5366
Kyōko Aizome,1,Acting,愛染恭子,1.5364
Sridevi,1,Acting,Sridevi,1.5364
Sam Horrigan,2,Acting,Sam Horrigan,1.5363
Yoo In-na,1,Acting,유인나,1.5362
Ebru Aytemur,1,Acting,Ebru Aytemur,1.5359
Mirai Shida,1,Acting,志田未来,1.5359
Masaharu Fukuyama,2,Acting,福山雅治,1.5355
Rie Hikisaka,1,Acting,引坂理絵,1.5354
Fan Shiqi,2,Acting,范世锜,1.5352
Michael Mann,2,Directing,Michael Mann,1.5351
Oh Ji-hyun,1,Acting,Oh Ji-hyun,1.4776
Ameesha Patel,1,Acting,Ameesha Patel,1.5409
Will Sasso,2,Acting,Will Sasso,1.6102
James Corden,2,Acting,James Corden,1.3809
Peter Benson,2,Acting,Peter Benson,1.6604
Lee Ju-bin,1,Acting,이주빈,1.6721
Alexander Uloom,2,Acting,Alexander Uloom,1.3998
Andrew Rannells,2,Acting,Andrew Rannells,1.7677
Martha Plimpton,1,Acting,Martha Plimpton,1.6013
Nazanin Boniadi,1,Acting,نازنین بنیادی,1.5631
Alfre Woodard,1,Acting,Alfre Woodard,1.5387
Leanne Liu,1,Acting,劉雪華,1.6787
Sosie Bacon,1,Acting,Sosie Bacon,1.3863
Rachel Ticotin,1,Acting,Rachel Ticotin,1.472
Jing Chao,2,Acting,Jing Chao,1.4763
Takumi Yamazaki,2,Acting,山崎たくみ,1.259
Shotaro Ishinomori,2,Writing,石ノ森章太郎,1.6438
Fuka Koshiba,1,Acting,小芝風花,1.6164
Kelly Chen,1,Acting,陳慧琳,1.5725
Dougray Scott,2,Acting,Dougray Scott,1.6222
Kimberly Williams-Paisley,1,Acting,Kimberly Williams-Paisley,1.4926
Jurota Kosugi,2,Acting,小杉十郎太,1.6494
Adivi Sesh,2,Acting,Adivi Sesh,1.6949
Kōichirō Uno,2,Writing,宇能鴻一郎,1.6839
Takashi Shimizu,2,Directing,清水崇,1.7726
Armie Hammer,2,Acting,Armie Hammer,1.69
Joel David Moore,2,Acting,Joel David Moore,1.4376
Kate Ashfield,1,Acting,Kate Ashfield,1.289
Biju Menon,2,Acting,Biju Menon,1.5708
Tamao Nakamura,1,Acting,中村玉緒,1.2505
Charlene Choi Chuek-Yin,1,Acting,蔡卓妍,1.5858
Ian Tracey,2,Acting,Ian Tracey,1.4722
Jeong In-gi,2,Acting,정인기,1.4144
Mickey Rooney,2,Acting,Mickey Rooney,1.6239
Sam Anderson,2,Acting,Sam Anderson,1.3579
Brian Tee,2,Acting,Brian Tee,1.6584
Megan Mullally,1,Acting,Megan Mullally,1.6857
David Ogden Stiers,2,Acting,David Ogden Stiers,1.4275
Carol Kane,1,Acting,Carol Kane,1.6264
Yuko Nakamura,1,Acting,中村優子,1.5295
Lee Marvin,2,Acting,Lee Marvin,1.5312
Jane Kaczmarek,1,Acting,Jane Kaczmarek,1.5311
Kokoro Aoshima,1,Acting,青島心,1.531
David Giuntoli,2,Acting,David Giuntoli,1.531
Suzanna Son,1,Acting,Suzanna Son,1.5309
Jun Murakami,2,Acting,村上淳,1.5309
Jun Negami,2,Acting,根上淳,1.5307
Lee Joon-gi,2,Acting,이준기,1.5307
Sei Shiraishi,1,Acting,白石聖,1.5306
Christa Miller,1,Acting,Christa Miller,1.5306
Rob Paulsen,2,Acting,Rob Paulsen,1.5304
Raven-Symoné,1,Acting,Raven-Symoné,1.5304
Vernee Watson,1,Acting,Vernee Watson,1.5302
Kevin Pollak,2,Acting,Kevin Pollak,1.5302
Megan Skiendiel,1,Acting,Megan Skiendiel,1.5298
Nivin Pauly,2,Acting,Nivin Pauly,1.5296
Yuko Nakamura,1,Acting,中村優子,1.5295
Theresa Lee Yee-Hung,1,Acting,李綺虹,1.5293
Tabitha St. Germain,1,Acting,Tabitha St. Germain,1.5293
Austin Amelio,2,Acting,Austin Amelio,1.529
Neeraj Vora,2,Writing,Neeraj Vora,1.2402
Eric Bauza,2,Acting,Eric Bauza,1.3561
Jon Jon Briones,2,Acting,Jon Jon Briones,1.4932
JENNIE,1,Acting,제니,1.3694
Nolan North,2,Acting,Nolan North,1.4157
He Zhonghua,2,Acting,何中华,1.5446
Noah Taylor,2,Acting,Noah Taylor,1.5009
Tim Heidecker,2,Acting,Tim Heidecker,1.4551
Winston Duke,2,Acting,Winston Duke,1.5467
King Shih-chieh,2,Acting,金士傑,1.5431
Uhm Jung-hwa,1,Acting,엄정화,1.4308
Kim Chiu,1,Acting,Kim Chiu,1.4284
Phil Lord,2,Production,Phil Lord,1.3454
Isuzu Yamada,1,Acting,山田五十鈴,1.3722
Mia Farrow,1,Acting,Mia Farrow,1.4453
Joe Miñoso,2,Acting,Joe Miñoso,1.0925
Arata Iura,2,Acting,井浦新,1.4105
Jess Weixler,1,Acting,Jess Weixler,1.3649
Loreto Peralta,1,Acting,Loreto Peralta,5.626
Toshiko Fujita,1,Acting,藤田淑子,1.355
Serenay Sarıkaya,1,Acting,Serenay Sarıkaya,1.4838
Jake McLaughlin,2,Acting,Jake McLaughlin,1.2858
Robert Mitchum,2,Acting,Robert Mitchum,2.0271
Noriko Eguchi,1,Acting,江口のりこ,1.5343
Marilu Henner,1,Acting,Marilu Henner,1.5723
Evan Goldberg,2,Production,Evan Goldberg,1.1944
Christian Camargo,2,Acting,Christian Camargo,1.638
Carmen Ejogo,1,Acting,Carmen Ejogo,1.538
Khary Payton,2,Acting,Khary Payton,1.4821
Rie Tomosaka,1,Acting,ともさかりえ,1.3615
Ayumu Nakajima,2,Acting,中島歩,1.7527
Ed Helms,2,Acting,Ed Helms,1.5475
Sean Patrick Thomas,2,Acting,Sean Patrick Thomas,1.4156
Robert Powell,2,Acting,Robert Powell,1.2784
Joo Jong-hyuk,2,Acting,주종혁,1.5233
Ron Livingston,2,Acting,Ron Livingston,1.4801
Luke Perry,2,Acting,Luke Perry,1.43
Houka Kinoshita,2,Acting,木下ほうか,1.3441
Joe Xu,2,Acting,徐海乔,1.5536
Leung Sam-Wing,2,Acting,梁琛榮,1.422
Robert Powell,2,Acting,Robert Powell,1.2784
Joo Jong-hyuk,2,Acting,주종혁,1.5233
Ron Livingston,2,Acting,Ron Livingston,1.4801
Luke Perry,2,Acting,Luke Perry,1.43
Houka Kinoshita,2,Acting,木下ほうか,1.3441
Joe Xu,2,Acting,徐海乔,1.5536
Leung Sam-Wing,2,Acting,梁琛榮,1.422
Inuko Inuyama,1,Acting,犬山イヌコ,1.4415
Joe Manganiello,2,Acting,Joe Manganiello,1.8021
Shou Okumura,2,Acting,奥村翔,1.4462
Noriko Kohara,1,Acting,小原徳子,1.5183
Meera Jasmine,1,Acting,Meera Jasmine,1.9361
Brett Goldstein,2,Acting,Brett Goldstein,1.3074
Yuko Kobayashi,1,Acting,小林優子,1.4016
T.J. Thyne,2,Acting,T.J. Thyne,1.6774
Giuliana De Sio,1,Acting,Giuliana De Sio,0.7954
Kwak Sun-young,1,Acting,곽선영,1.4901
Han Suk-kyu,2,Acting,한석규,1.5178
Timothy Simons,2,Acting,Timothy Simons,1.7107
Misako Renbutsu,1,Acting,蓮佛美沙子,1.4675
Miriam Margolyes,1,Acting,Miriam Margolyes,1.5209
Tamsin Topolski,1,Acting,Tamsin Topolski,1.5208
Betsy Brandt,1,Acting,Betsy Brandt,1.5202
Ryunosuke Watanuki,2,Acting,綿貫竜之介,1.5201
Antonia Thomas,1,Acting,Antonia Thomas,1.52
Diana Rigg,1,Acting,Diana Rigg,1.52
François Arnaud,2,Acting,François Arnaud,1.5197
Eiko Matsuda,1,Acting,松田暎子,1.519
Junko Minagawa,1,Acting,皆川純子,1.5185
Lee Siu-Kay,2,Acting,李兆基,1.5185
Noriko Kohara,1,Acting,小原徳子,1.5183
Laura Fraser,1,Acting,Laura Fraser,1.5182
Shen Yujie,1,Acting,沈羽潔,1.5179
Han Suk-kyu,2,Acting,한석규,1.5178
Blythe Danner,1,Acting,Blythe Danner,1.5174
Masaaki Mizunaka,2,Acting,水中雅章,1.5173
Guy Burnet,2,Acting,Guy Burnet,1.5173
Angel Locsin,1,Acting,Angel Locsin,1.5173
Michelle Stacy,1,Acting,Michelle Stacy,1.5173
Maiko Kazama,1,Acting,風間舞子,1.5172
Tamar Novas,2,Acting,Tamar Novas,1.5172
Ma Xiaoyu,2,Acting,马小宇,1.517
Hidekatsu Shibata,2,Acting,柴田秀勝,1.5168
Hans Zhang,2,Acting,张翰,1.5167
Mark Dacascos,2,Acting,Mark Dacascos,1.5167
Jacob Scipio,2,Acting,Jacob Scipio,1.5164
Jean-Luc Godard,2,Directing,Jean-Luc Godard,1.5164
Sydne Rome,1,Acting,Sydne Rome,1.5163
Felix Wong Yat-Wah,2,Acting,黃日華,1.5163
Zu Feng,2,Acting,祖峰,1.5162
Zoë Wanamaker,1,Acting,Zoë Wanamaker,1.516
Davika Hoorne,1,Acting,ดาวิกา โฮร์เน่,1.5157
Josh Radnor,2,Acting,Josh Radnor,1.5157
Kim Chaewon,1,Acting,김채원,1.5156
Kentaro Ito,2,Acting,伊藤健太郎,1.5156
Vanessa Williams,1,Acting,Vanessa Williams,1.5156
Edward Burns,2,Acting,Edward Burns,1.5156
Toshiro Yanagiba,2,Acting,柳葉敏郎,1.5153
Raymond Cruz,2,Acting,Raymond Cruz,1.5153
Manfred Richter,2,Acting,Manfred Richter,1.5151
Peng Xiaoran,1,Acting,彭小苒,1.5766
Dai Si,1,Acting,代斯,1.3794
Akari Takaishi,1,Acting,髙石あかり,1.4754
Ron Eldard,2,Acting,Ron Eldard,1.42
Rachelle Lefevre,1,Acting,Rachelle Lefevre,1.7343
Eric Johnson,2,Acting,Eric Johnson,1.5431
Bob Hope,2,Acting,Bob Hope,1.6049
Peter Krause,2,Acting,Peter Krause,1.694
Retta,1,Acting,Retta,1.2662
David Koechner,2,Acting,David Koechner,1.4064
Rena Sofer,1,Acting,Rena Sofer,1.5002
Junsei Motojima,2,Acting,本島純政,1.4445
Lim Cheol-soo,2,Acting,임철수,1.7709
Caylee Cowan,1,Acting,Caylee Cowan,1.3127
Claudia Salas,1,Acting,Claudia Salas,1.6427
Ryunosuke Watanuki,2,Acting,綿貫竜之介,1.5201
Kenny Bee,2,Acting,鍾鎮濤,1.7518
Kim Hee-seon,1,Acting,김희선,1.4881
Tim Thomerson,2,Acting,Tim Thomerson,1.3393
Denden,2,Acting,でんでん,1.452
Manoj Bajpayee,2,Acting,मनोज बाजपेयी,1.4126
Colm Meaney,2,Acting,Colm Meaney,1.5782
Soya Kurokawa,2,Acting,黒川想矢,1.6517
Raoul Bova,2,Acting,Raoul Bova,1.3752
Jack Gleeson,2,Acting,Jack Gleeson,1.7792
Arnaldo Dell'Acqua,2,Acting,Arnaldo Dell'Acqua,0.9917
Tom Hopper,2,Acting,Tom Hopper,1.3633
Sylvia Chang,1,Acting,張艾嘉,1.6181
Izabela Vidovic,1,Acting,Izabela Vidovic,1.6629
Ivy Chen,1,Acting,陳意涵,1.4967
Vincent Woodcock,0,Creator,Vincent Woodcock,0.5953
Candy Veloso,1,Acting,Candy Veloso,1.6908
Dion Lam,2,Acting,林迪安,1.1793
Felicia Day,1,Acting,Felicia Day,1.218
Jay Hernandez,2,Acting,Jay Hernandez,1.5102
Katherine McNamara,1,Acting,Katherine McNamara,1.4239
Quinta Brunson,1,Acting,Quinta Brunson,2.3092
Nassar,2,Acting,Nassar,1.4468
Linda Park,1,Acting,Linda Park,1.4781
Rupert Everett,2,Acting,Rupert Everett,1.4289
Yumiko Nogawa,1,Acting,野川由美子,1.5096
Kenji Mizuhashi,2,Acting,水橋研二,1.5094
Joe Morton,2,Acting,Joe Morton,1.5092
Paris Jackson,1,Acting,Paris Jackson,1.5089
Shawn Wayans,2,Acting,Shawn Wayans,1.5089
Jonathan Tucker,2,Acting,Jonathan Tucker,1.5088
Eduardo Scarpetta,2,Acting,Eduardo Scarpetta,1.5087
Michiyo Aratama,1,Acting,新珠三千代,1.5086
Yuma Yamoto,2,Acting,矢本悠馬,1.5084
Akira Kobayashi,2,Acting,小林旭,1.5083
Narumon Phongsupap,1,Acting,นฤมล พงษ์สุภาพ,1.508
Chieko Honda,1,Acting,本多知恵子,1.508
Kotaro Daigo,2,Acting,醍醐虎汰朗,1.5077
Kanako Yanagihara,1,Acting,柳原かなこ,1.5076
Yasuhiro Takato,2,Acting,高戸靖広,1.5076
Bethany Joy Lenz,1,Acting,Bethany Joy Lenz,1.5076
Saul Rubinek,2,Acting,Saul Rubinek,1.5076
Shiori Akita,1,Acting,秋田汐梨,1.5075
Lisa Chiao Chiao,1,Acting,焦姣,1.5075
Yuen Shun-Yi,2,Acting,袁信義,1.5075
Natsuko Yashiro,1,Acting,八城夏子,1.5073
Sayaka Yamaguchi,1,Acting,山口紗弥加,1.5073
Paget Brewster,1,Acting,Paget Brewster,1.507
Eric Braeden,2,Acting,Eric Braeden,1.5068
Lei Jiayin,2,Acting,雷佳音,1.5067
Takashi Ukaji,2,Acting,宇梶剛士,1.5066
Özge Yağız,1,Acting,Özge Yağız,1.5063
Pauline Chan Bo-Lin,1,Acting,陳寶蓮,1.5063
Haruna Mikawa,1,Acting,三川華月,1.5062
Sam Richardson,2,Acting,Sam Richardson,1.2336
Angelina Lo,1,Acting,盧宛茵,1.5062
Bianca Lawson,1,Acting,Bianca Lawson,1.5061
Dulquer Salmaan,2,Acting,Dulquer Salmaan,1.506
Claire Foy,1,Acting,Claire Foy,1.5059
Taylor Anthony Miller,2,Acting,Taylor Anthony Miller,1.5058
Kevin Sorbo,2,Acting,Kevin Sorbo,1.5057
Chris Noth,2,Acting,Chris Noth,1.5057
Zhu Lilan,1,Acting,朱丽岚,1.5056
Han Ji-eun,1,Acting,한지은,1.5056
Nozomi Sasaki,1,Acting,ささきのぞみ,1.5055
Debra Messing,1,Acting,Debra Messing,1.5052
Ayelet Zurer,1,Acting,Ayelet Zurer,1.5052
Jack Elam,2,Acting,Jack Elam,1.5051
Tomokazu Miura,2,Acting,三浦友和,1.5048
Kristin Davis,1,Acting,Kristin Davis,1.5047
Kenji Nomura,2,Acting,乃村健次,1.5047
Ludi Lin,2,Acting,Ludi Lin,1.5044
Alexandra Shipp,1,Acting,Alexandra Shipp,1.5044
Sadao Abe,2,Acting,阿部サダヲ,1.5044
Jack Warden,2,Acting,Jack Warden,1.5044
Joseph Sikora,2,Acting,Joseph Sikora,1.5043
Carla Woodcock,1,Acting,Carla Woodcock,1.5041
Erica Dunton,1,Directing,Erica Dunton,1.5041
Yuri Yamaoka,1,Acting,山岡ゆり,1.5039
Alyshia Ochse,1,Acting,Alyshia Ochse,1.5036
James Roday Rodriguez,2,Acting,James Roday Rodriguez,1.5036
Kento Hayashi,2,Acting,林遣都,1.5033
Ryuichi Sakamoto,2,Sound,坂本龍一,1.5032
Song Young-chang,2,Acting,송영창,1.5031
Hannah Dodd,1,Acting,Hannah Dodd,1.503
Lauren Lyle,1,Acting,Lauren Lyle,1.503
Hideo Nakata,2,Directing,中田秀夫,1.503
Dabney Coleman,2,Acting,Dabney Coleman,1.503
Lydia Lozano,1,Acting,Lydia Lozano,1.5025
Eileen Yeow,1,Acting,姚瑩瑩,1.5025
Mai Gotou,1,Acting,後藤麻衣,1.5023
Nikki Glaser,1,Acting,Nikki Glaser,1.5023
Hiroshi Naka,2,Acting,中博史,1.5021
Tony Cavalero,2,Acting,Tony Cavalero,1.5019
Peter Berg,2,Directing,Peter Berg,1.5019
Carlo Ponti,2,Production,Carlo Ponti,1.5019
Kiko Mizuhara,1,Acting,水原希子,1.5018
William L. Petersen,2,Acting,William L. Petersen,1.5015
Ben Johnson,2,Acting,Ben Johnson,1.5013
John Abraham,2,Acting,John Abraham,1.5012
Anne Archer,1,Acting,Anne Archer,1.5012
Yun Yoo-sun,1,Acting,윤유선,1.501
Rio Uchida,1,Acting,内田理央,1.5009
Noah Taylor,2,Acting,Noah Taylor,1.5009
Craig Ferguson,2,Acting,Craig Ferguson,1.5008
Lyubov Aksyonova,1,Acting,Любовь Аксёнова,1.3763
Winston Chao,2,Acting,趙文瑄,1.6507
Christopher Miller,2,Production,Christopher Miller,1.3525
Cooper Barnes,2,Acting,Cooper Barnes,1.8016
Diane Ladd,1,Acting,Diane Ladd,1.3094
Svenja Jung,1,Acting,Svenja Jung,1.4445
Koji Tsuruta,2,Acting,鶴田浩二,1.3943
Lee Mi-sook,1,Acting,이미숙,1.5688
Wasabi Mizuta,1,Acting,水田わさび,1.483
Lin Qiunan,2,Acting,林秋楠,1.4203
Meghan Leon,1,Writing,Meghan Leon,0.7793
Yosuke Akimoto,2,Acting,秋元羊介,1.548
Danica De La Rey,1,Acting,Danica De La Rey,1.5628
Nashiko Momotsuki,1,Acting,桃月なしこ,1.2848
Mary Elizabeth Ellis,1,Acting,Mary Elizabeth Ellis,1.3763
Kenji Nomura,2,Acting,乃村健次,1.5047
Tzi Ma,2,Acting,Tzi Ma,1.9942
Anna Yamada,1,Acting,山田杏奈,1.4669
Lene Maria Christensen,1,Acting,Lene Maria Christensen,1.438
Maika Yamamoto,1,Acting,山本舞香,1.3732
Fred Hechinger,2,Acting,Fred Hechinger,1.4956
Hope Davis,1,Acting,Hope Davis,1.4956
Fairuza Balk,1,Acting,Fairuza Balk,1.4956
Frederic Heidorn,2,Acting,Frederic Heidorn,1.4955
Hu Ge,2,Acting,胡歌,1.4954
Deniz Akdeniz,2,Acting,Deniz Akdeniz,1.4951
Kyoko Koizumi,1,Acting,小泉今日子,1.4948
Rika Izumi,1,Acting,泉里香,1.4947
Robert Taylor,2,Acting,Robert Taylor,1.4947
Dylan Walsh,2,Acting,Dylan Walsh,1.4947
Drake Bell,2,Acting,Drake Bell,1.4947
Yukiyo Fujii,1,Acting,藤井ゆきよ,1.4946
Isao Hashizume,2,Acting,橋爪功,1.4946
Yûka,1,Acting,優香,1.4946
Seiichi Tanabe,2,Acting,田辺誠一,1.4946
Kosuke Echigoya,2,Acting,越後屋コースケ,1.4943
Tracy Morgan,2,Acting,Tracy Morgan,1.4943
Daniel Ings,2,Acting,Daniel Ings,1.4942
Jodie Whittaker,1,Acting,Jodie Whittaker,1.4942
Kazuko Shirakawa,1,Acting,白川和子,1.4939
Rhea Ripley,1,Acting,Rhea Ripley,1.6057
Bethany Joy Lenz,1,Acting,Bethany Joy Lenz,1.5076
Elsa Pataky,1,Acting,Elsa Pataky,1.5621
Jonathan Roumie,2,Acting,Jonathan Roumie,1.4644
Rio Yamashita,1,Acting,山下リオ,1.6344
Rekha,1,Acting,Rekha,1.6007
Kim Sang-ho,2,Acting,김상호,1.2464
Masanobu Takashima,2,Acting,高嶋政伸,1.5803
Taylor Cole,1,Acting,Taylor Cole,1.5406
Galadriel Stineman,1,Acting,Galadriel Stineman,1.5747
Tomorowo Taguchi,2,Acting,田口トモロヲ,1.5719
Janina Gavankar,1,Acting,Janina Gavankar,1.4008
Frankie Chan Fan-Kei,2,Acting,陳勳奇,1.3422
Joey Yung Jo-Yee,1,Acting,容祖兒,1.548
Elton John,2,Acting,Elton John,1.3607
Ramón Valdés,2,Acting,Ramón Valdés,1.4804
Ra Mi-ran,1,Acting,라미란,1.6802
Billy Chow Bei-Lei,2,Acting,周比利,1.688
Danny Pino,2,Acting,Danny Pino,1.4217
David Alan Grier,2,Acting,David Alan Grier,1.6289
Kim Jeong-ah,1,Acting,Kim Jeong-ah,1.4923
Kelly McGillis,1,Acting,Kelly McGillis,1.4921
Jung Sung-il,2,Acting,정성일,1.492
Jay O. Sanders,2,Acting,Jay O. Sanders,1.492
Lynn,1,Acting,Lynn,1.4917
Kenji Hamada,2,Acting,浜田賢二,1.4916
Huang Lei,2,Acting,黄磊,1.4915
Alice Taglioni,1,Acting,Alice Taglioni,1.4914
Jinyoung,2,Acting,진영,1.4912
Marsha Thomason,1,Acting,Marsha Thomason,1.4909
Misa Ishii,1,Acting,石井未紗,1.4908
Sprague Grayden,1,Acting,Sprague Grayden,1.4906
Kelly Preston,1,Acting,Kelly Preston,1.4904
Brian Thompson,2,Acting,Brian Thompson,1.4903
Kwak Sun-young,1,Acting,곽선영,1.4901
Jin Dong,2,Acting,靳东,1.49
James Ortiz,2,Acting,James Ortiz,1.4899
Ruka Ishikawa,1,Acting,石川瑠華,1.4898
Ethan Kai,2,Acting,Ethan Kai,1.4897
Fumi Hirano,1,Acting,平野文,1.4897
Christopher Gorham,2,Acting,Christopher Gorham,1.4897
Troy Donahue,2,Acting,Troy Donahue,1.4897
Jacqueline Law Wai-Guen,1,Acting,羅慧娟,1.4896
Shane West,2,Acting,Shane West,1.4895
Moon Chae-won,1,Acting,문채원,1.4894
Kalabhavan Mani,2,Acting,കലാഭവൻ മണി,1.4891
Nao Nagasawa,1,Acting,長澤奈央,1.489
Becky Armstrong,1,Acting,เบ็คกี้ อาร์มสตรอง,1.4886
Melissa McBride,1,Acting,Melissa McBride,1.4883
Emmanuelle Béart,1,Acting,Emmanuelle Béart,1.4883
Joseph Mazzello,2,Acting,Joseph Mazzello,1.4883
Ma Su,1,Acting,马苏,1.4882
Kim Hee-seon,1,Acting,김희선,1.4881
Mai Kiryu,1,Acting,木竜麻生,1.4878
Minho,2,Acting,민호,1.4878
Madison Wolfe,1,Acting,Madison Wolfe,1.4875
Jackie Li,1,Acting,李嘉琦,1.4874
Glynn Turman,2,Acting,Glynn Turman,1.4874
Ayumi Fujimura,1,Acting,藤村歩,1.4874
Scott Porter,2,Acting,Scott Porter,1.4873
Shaalin Zoya,1,Acting,Shaalin Zoya,1.5962
Ko Chun-Hsiung,2,Acting,柯俊雄,1.5962
Jo Kok Cho-Lam,1,Acting,谷祖琳,1.5962
Benjamin Tsang,2,Acting,曾向镇,1.5961
Kent Ito,2,Acting,伊東健人,1.5961
Shinobu Otake,1,Acting,大竹しのぶ,1.5961
Kazuko Sugiyama,1,Acting,杉山佳寿子,1.5961
Susan Misner,1,Acting,Susan Misner,1.5961
Henry Ian Cusick,2,Acting,Henry Ian Cusick,1.596
Lee Sin-ho,1,Acting,Lee Sin-ho,1.5956
Idy Chan Yuk-Lin,1,Acting,陳玉蓮,1.5955
Arata Furuta,2,Acting,古田新太,1.5954
Christopher McQuarrie,2,Writing,Christopher McQuarrie,1.5954
Isabelle Chow Wang,1,Acting,周弘,1.5952
Rii Sen,1,Acting,Rii Sen,1.5951
Chris Coy,2,Acting,Chris Coy,1.595
Cole Allen,2,Acting,Cole Allen,1.5948
Kang Min-ah,1,Acting,강민아,1.5947
Vithaya Pansringarm,2,Acting,วิทยา ปานศรีงาม,1.5947
David Benioff,2,Writing,David Benioff,1.5946
Eiji Takemoto,2,Acting,竹本英史,1.4667
Issei Futamata,2,Acting,二又一成,1.2916
Saho Shirasu,1,Acting,白砂沙帆,1.2981
Reiko Takashima,1,Acting,高島礼子,1.5473
Lee Joon-gi,2,Acting,이준기,1.5307
Ayaka Suwa,1,Acting,諏訪彩花,1.6348
